user_id,product_id,satisfaction_score,would_recommend,had_reaction,usage_days,age,skin_type,skin_condition,climate,sensitivity_level,oil_production,hydration_level,pore_size,wrinkle_score,name,type,brand,price,rating,ingredients,suitable_for_oily,suitable_for_dry,suitable_for_sensitive,suitable_for_combination,suitable_for_normal,has_fragrance,has_alcohol,is_hypoallergenic,spf_level
1180,146,5.9,0,0,55,42,Sensitive,Aging,Cold,10,6,1,5,4,Mask 146,Mask,Brand D,108.56,4.5,"Retinol,Squalane,Chamomile",0,1,1,0,1,1,0,0,0
1403,380,1.7,0,1,83,34,Normal,Acne,Temperate,10,10,10,4,6,Sunscreen 380,Sunscreen,Brand A,13.17,4.2,"Retinol,Vitamin C,Ceramides,Centella Asiatica",1,1,0,0,0,1,0,0,50
1772,34,4.8,0,0,62,38,Combination,Hyperpigmentation,Dry,7,1,5,4,4,Toner 34,Toner,Brand E,50.28,5.0,"Squalane,Retinol,Vitamin E,Hyaluronic Acid,Ceramides,Niacinamide",0,0,0,0,0,1,0,1,0
1309,225,6.8,0,0,13,47,Sensitive,Rosacea,Humid,1,7,5,4,1,Serum 225,Serum,Brand D,136.75,4.2,"Salicylic Acid,Glycerin,Titanium Dioxide,Ceramides,Hyaluronic Acid,Glycolic Acid,Hyaluronic Acid",1,0,1,0,1,1,0,1,0
1238,416,5.1,0,0,63,18,Combination,Hyperpigmentation,Humid,8,6,4,5,1,Toner 416,Toner,Brand E,105.92,3.2,"Vitamin E,Chamomile,Salicylic Acid,Titanium Dioxide,Glycerin,Lactic Acid,Vitamin C",0,0,1,1,1,1,0,0,0
819,216,4.5,0,0,51,60,Oily,Hyperpigmentation,Humid,5,8,6,1,2,Toner 216,Toner,Brand E,119.0,4.9,"Chamomile,Hyaluronic Acid,Niacinamide",0,0,0,1,1,0,0,0,0
1941,172,7.0,1,0,50,46,Oily,None,Temperate,6,8,9,2,3,Sunscreen 172,Sunscreen,Brand E,26.77,3.3,"Zinc Oxide,Hyaluronic Acid,Hyaluronic Acid,Lactic Acid,Salicylic Acid,Aloe Vera",1,0,0,0,1,1,1,1,50
228,62,4.8,0,1,89,23,Oily,Aging,Temperate,9,10,10,5,8,Serum 62,Serum,Brand A,98.83,4.2,"Glycerin,Salicylic Acid,Chamomile,Aloe Vera,Lactic Acid",1,1,1,0,0,1,0,0,0
1903,306,5.8,0,0,39,37,Dry,Acne,Dry,9,2,2,1,10,Cleanser 306,Cleanser,Brand B,42.45,3.9,"Zinc Oxide,Titanium Dioxide,Glycolic Acid,Niacinamide,Centella Asiatica,Aloe Vera",0,1,0,1,0,0,1,0,0
489,215,6.6,0,0,85,33,Combination,Rosacea,Cold,7,3,2,1,10,Moisturizer 215,Moisturizer,Brand A,64.38,4.9,"Ceramides,Vitamin C,Vitamin E",1,0,0,1,0,1,1,0,0
341,192,3.5,0,0,56,58,Oily,None,Temperate,2,8,7,1,6,Cleanser 192,Cleanser,Brand D,97.62,4.4,"Glycerin,Centella Asiatica,Centella Asiatica,Aloe Vera,Zinc Oxide,Centella Asiatica,Squalane",0,0,1,1,1,1,1,0,0
1531,398,6.9,0,0,11,27,Normal,Rosacea,Dry,5,3,4,2,10,Serum 398,Serum,Brand E,92.21,3.6,"Vitamin C,Retinol,Salicylic Acid,Vitamin C,Titanium Dioxide,Lactic Acid,Zinc Oxide",1,0,0,1,1,1,0,0,0
578,150,3.5,0,0,8,22,Combination,None,Humid,5,9,7,3,8,Sunscreen 150,Sunscreen,Brand B,54.59,4.1,"Vitamin C,Squalane,Niacinamide",0,0,1,0,0,1,1,1,50
541,256,6.8,0,0,20,41,Oily,Acne,Humid,1,10,9,6,9,Mask 256,Mask,Brand B,18.98,4.7,"Salicylic Acid,Centella Asiatica,Glycolic Acid,Vitamin C,Vitamin E,Glycolic Acid,Glycolic Acid",1,0,0,0,1,1,0,1,0
299,460,2.5,0,0,61,53,Oily,Acne,Cold,9,9,6,3,9,Sunscreen 460,Sunscreen,Brand E,131.8,3.0,"Retinol,Titanium Dioxide,Salicylic Acid,Lactic Acid",0,0,0,0,0,1,0,0,50
716,245,7.2,1,0,13,19,Sensitive,Acne,Dry,2,9,1,8,8,Serum 245,Serum,Brand C,72.87,4.4,"Hyaluronic Acid,Retinol,Retinol,Vitamin C,Niacinamide,Zinc Oxide,Zinc Oxide",0,0,1,1,1,0,1,0,0
686,100,6.9,0,0,14,55,Combination,Acne,Cold,8,5,4,7,9,Sunscreen 100,Sunscreen,Brand B,50.22,3.2,"Centella Asiatica,Vitamin E,Titanium Dioxide,Vitamin E,Hyaluronic Acid,Zinc Oxide",1,0,1,1,0,0,0,0,50
1413,61,6.9,0,0,67,34,Oily,Aging,Humid,2,9,10,5,5,Serum 61,Serum,Brand B,37.41,4.6,"Niacinamide,Glycerin,Glycolic Acid,Lactic Acid,Titanium Dioxide,Ceramides,Salicylic Acid",1,1,0,1,0,1,1,0,0
595,351,3.0,0,1,35,46,Sensitive,None,Temperate,10,1,8,10,7,Sunscreen 351,Sunscreen,Brand B,99.55,3.5,"Zinc Oxide,Lactic Acid,Vitamin E,Salicylic Acid,Lactic Acid",0,0,0,1,0,0,1,0,50
599,148,4.0,0,0,45,64,Dry,Acne,Cold,3,2,2,9,7,Mask 148,Mask,Brand B,13.69,5.0,"Zinc Oxide,Retinol,Salicylic Acid,Vitamin E,Lactic Acid,Vitamin E",1,0,0,0,1,0,0,1,0
1635,124,7.6,1,0,74,34,Normal,Rosacea,Cold,6,6,10,2,1,Cleanser 124,Cleanser,Brand B,108.71,3.6,"Centella Asiatica,Titanium Dioxide,Vitamin C,Squalane,Squalane",0,1,1,0,1,0,0,1,0
1311,106,4.0,0,0,14,51,Normal,Rosacea,Cold,10,5,7,1,10,Sunscreen 106,Sunscreen,Brand A,45.59,4.0,"Retinol,Niacinamide,Centella Asiatica,Zinc Oxide,Titanium Dioxide",0,0,1,0,0,0,0,1,0
1334,134,7.1,1,0,40,60,Combination,None,Humid,7,7,6,1,9,Cleanser 134,Cleanser,Brand C,115.16,4.5,"Vitamin C,Chamomile,Glycerin,Chamomile",1,1,1,1,0,1,0,0,0
7,40,7.0,0,0,72,56,Combination,None,Cold,3,3,3,6,6,Cleanser 40,Cleanser,Brand C,145.14,4.9,"Zinc Oxide,Niacinamide,Niacinamide,Ceramides",1,0,1,1,0,1,0,0,0
1652,221,6.4,0,0,56,57,Sensitive,Hyperpigmentation,Cold,5,8,3,4,4,Serum 221,Serum,Brand A,137.34,3.4,"Aloe Vera,Titanium Dioxide,Niacinamide,Titanium Dioxide,Retinol,Titanium Dioxide",1,1,1,1,1,0,0,1,0
839,419,4.3,0,0,43,36,Dry,Eczema,Humid,7,3,4,2,9,Moisturizer 419,Moisturizer,Brand D,70.76,4.9,"Ceramides,Aloe Vera,Glycolic Acid,Vitamin C,Chamomile",0,0,1,1,0,1,0,0,0
1283,93,5.2,0,0,79,24,Sensitive,None,Dry,8,10,6,10,10,Mask 93,Mask,Brand C,20.68,4.8,"Zinc Oxide,Vitamin C,Hyaluronic Acid",1,1,1,1,1,1,0,0,0
1435,288,6.7,0,0,53,64,Sensitive,None,Humid,5,9,7,4,8,Moisturizer 288,Moisturizer,Brand A,40.8,3.7,"Niacinamide,Centella Asiatica,Titanium Dioxide,Salicylic Acid,Glycerin,Niacinamide",1,0,1,0,1,1,1,1,0
1242,40,3.8,0,0,35,20,Normal,Rosacea,Temperate,2,4,10,1,4,Cleanser 40,Cleanser,Brand C,145.14,4.9,"Zinc Oxide,Niacinamide,Niacinamide,Ceramides",1,0,1,1,0,1,0,0,0
1115,58,3.5,0,0,67,53,Normal,Hyperpigmentation,Humid,1,5,3,10,2,Cleanser 58,Cleanser,Brand D,33.78,4.7,"Niacinamide,Hyaluronic Acid,Squalane,Glycerin",0,0,1,1,0,1,0,1,0
1431,6,3.8,0,0,33,54,Oily,Hyperpigmentation,Temperate,8,9,6,2,9,Toner 6,Toner,Brand C,113.34,4.5,"Vitamin E,Retinol,Glycolic Acid,Glycerin,Chamomile,Lactic Acid,Hyaluronic Acid",0,0,1,0,0,0,0,1,0
183,287,7.7,1,0,27,58,Dry,Rosacea,Humid,2,1,4,7,5,Moisturizer 287,Moisturizer,Brand A,91.28,3.7,"Aloe Vera,Niacinamide,Niacinamide,Aloe Vera",0,1,0,1,1,0,0,1,0
555,267,2.8,0,0,44,42,Combination,Hyperpigmentation,Temperate,9,8,1,9,10,Toner 267,Toner,Brand C,35.23,4.0,"Squalane,Vitamin E,Hyaluronic Acid,Hyaluronic Acid",0,1,0,0,1,1,0,0,0
863,408,3.7,0,0,16,64,Dry,Aging,Temperate,5,3,2,1,8,Mask 408,Mask,Brand C,109.36,5.0,"Lactic Acid,Retinol,Zinc Oxide",0,0,1,1,0,0,1,1,0
899,461,1.9,0,0,88,45,Dry,Acne,Temperate,10,1,4,8,7,Cleanser 461,Cleanser,Brand A,36.25,4.7,"Glycolic Acid,Centella Asiatica,Niacinamide,Titanium Dioxide,Chamomile,Hyaluronic Acid",0,0,0,1,1,1,1,1,0
1403,429,2.9,0,1,50,34,Normal,Acne,Temperate,10,10,10,4,6,Sunscreen 429,Sunscreen,Brand B,137.03,4.3,"Zinc Oxide,Niacinamide,Lactic Acid",1,0,0,1,0,0,1,0,50
1529,63,7.3,1,0,57,61,Oily,Rosacea,Dry,2,10,9,7,2,Sunscreen 63,Sunscreen,Brand B,11.79,4.9,"Squalane,Vitamin C,Glycolic Acid,Lactic Acid,Hyaluronic Acid",1,0,0,1,1,0,1,1,0
842,368,6.7,0,0,43,35,Oily,Acne,Dry,2,10,9,10,10,Toner 368,Toner,Brand B,97.18,3.5,"Retinol,Squalane,Lactic Acid,Chamomile,Retinol,Retinol",1,0,1,0,0,0,0,0,0
1797,175,7.0,1,0,39,34,Sensitive,Acne,Dry,2,1,6,8,9,Mask 175,Mask,Brand B,146.01,4.9,"Titanium Dioxide,Salicylic Acid,Vitamin C,Lactic Acid,Centella Asiatica,Ceramides,Chamomile",1,0,1,1,1,0,1,1,0
1783,21,6.0,0,1,41,32,Combination,Hyperpigmentation,Temperate,3,10,5,4,4,Moisturizer 21,Moisturizer,Brand A,50.96,4.1,"Niacinamide,Retinol,Squalane,Aloe Vera,Zinc Oxide",1,1,1,1,0,1,0,1,0
146,67,5.2,0,0,32,30,Combination,Hyperpigmentation,Humid,10,10,10,9,2,Cleanser 67,Cleanser,Brand E,56.23,3.8,"Retinol,Glycerin,Ceramides,Chamomile,Salicylic Acid",0,1,0,1,0,1,0,0,0
1980,125,7.5,1,0,23,53,Normal,None,Cold,5,5,3,5,8,Mask 125,Mask,Brand A,51.02,3.1,"Vitamin C,Chamomile,Glycerin",1,0,1,0,1,1,1,1,0
1493,149,4.5,0,0,34,54,Dry,None,Dry,1,3,4,1,5,Mask 149,Mask,Brand A,107.12,4.8,"Chamomile,Zinc Oxide,Titanium Dioxide,Glycolic Acid,Zinc Oxide",0,0,1,1,1,1,1,1,0
473,44,6.6,0,0,32,50,Normal,None,Cold,5,4,9,6,8,Serum 44,Serum,Brand A,116.65,3.7,"Niacinamide,Titanium Dioxide,Glycolic Acid,Salicylic Acid,Retinol,Salicylic Acid",0,0,1,1,1,1,0,1,0
1192,54,3.4,0,1,25,61,Oily,Eczema,Temperate,3,7,10,1,4,Toner 54,Toner,Brand A,104.73,4.8,"Centella Asiatica,Lactic Acid,Vitamin C,Salicylic Acid,Centella Asiatica,Hyaluronic Acid,Zinc Oxide",0,0,0,1,0,0,1,0,0
42,41,4.5,0,0,60,56,Combination,Aging,Temperate,7,10,7,2,6,Cleanser 41,Cleanser,Brand E,74.02,3.8,"Lactic Acid,Glycolic Acid,Vitamin C,Glycolic Acid,Ceramides",0,0,0,0,1,0,0,0,0
1205,429,3.2,0,0,84,24,Sensitive,Acne,Cold,4,1,6,2,2,Sunscreen 429,Sunscreen,Brand B,137.03,4.3,"Zinc Oxide,Niacinamide,Lactic Acid",1,0,0,1,0,0,1,0,50
1891,464,7.5,1,0,22,56,Normal,Acne,Humid,5,9,1,9,8,Serum 464,Serum,Brand A,84.96,4.4,"Retinol,Squalane,Glycerin,Vitamin E",0,0,0,1,1,1,0,0,0
1109,216,4.6,0,0,42,21,Dry,Acne,Dry,10,3,4,3,1,Toner 216,Toner,Brand E,119.0,4.9,"Chamomile,Hyaluronic Acid,Niacinamide",0,0,0,1,1,0,0,0,0
107,219,1.0,0,0,65,52,Combination,Aging,Dry,10,7,4,7,8,Sunscreen 219,Sunscreen,Brand E,48.61,4.0,"Hyaluronic Acid,Glycolic Acid,Glycolic Acid,Centella Asiatica,Retinol,Retinol",1,1,0,0,0,1,1,1,50
636,30,8.0,1,0,59,43,Sensitive,Eczema,Dry,2,6,1,2,5,Toner 30,Toner,Brand C,126.24,3.6,"Vitamin E,Glycolic Acid,Centella Asiatica,Retinol",1,1,1,1,1,0,0,0,0
1424,177,3.8,0,0,83,61,Dry,Acne,Humid,3,1,3,6,6,Sunscreen 177,Sunscreen,Brand D,70.29,3.2,"Lactic Acid,Hyaluronic Acid,Squalane",0,0,1,1,0,0,1,1,0
350,60,2.7,0,0,87,49,Oily,Rosacea,Dry,8,7,10,4,3,Toner 60,Toner,Brand B,21.58,4.0,"Retinol,Salicylic Acid,Lactic Acid,Vitamin C",0,1,1,0,1,1,0,1,0
311,91,7.7,1,0,77,29,Dry,Hyperpigmentation,Dry,1,1,3,7,2,Moisturizer 91,Moisturizer,Brand A,87.22,5.0,"Centella Asiatica,Titanium Dioxide,Vitamin E,Chamomile,Glycolic Acid,Lactic Acid",0,1,1,0,0,0,0,0,0
1142,183,4.9,0,0,21,60,Combination,Aging,Temperate,9,9,10,8,7,Serum 183,Serum,Brand A,74.81,3.3,"Hyaluronic Acid,Centella Asiatica,Glycerin,Salicylic Acid",0,0,0,1,0,0,1,1,0
1541,101,4.3,0,0,36,31,Sensitive,Hyperpigmentation,Cold,6,6,5,4,2,Sunscreen 101,Sunscreen,Brand D,106.14,4.8,"Ceramides,Ceramides,Titanium Dioxide,Vitamin E,Vitamin E,Ceramides",0,1,0,0,0,0,0,1,50
1004,240,4.3,0,0,67,37,Oily,None,Cold,9,10,6,10,4,Serum 240,Serum,Brand C,105.72,4.6,"Hyaluronic Acid,Lactic Acid,Vitamin E,Zinc Oxide,Niacinamide,Aloe Vera,Glycolic Acid",0,0,1,0,0,0,0,1,0
1351,324,3.9,0,0,48,51,Oily,Aging,Cold,1,9,10,2,8,Sunscreen 324,Sunscreen,Brand C,98.53,4.5,"Chamomile,Niacinamide,Vitamin E,Squalane,Glycolic Acid",0,0,0,0,0,1,0,1,50
994,333,2.0,0,1,51,23,Dry,None,Humid,9,1,2,8,5,Toner 333,Toner,Brand A,22.94,4.0,"Aloe Vera,Vitamin C,Zinc Oxide,Salicylic Acid,Aloe Vera,Zinc Oxide",1,0,1,1,1,1,1,0,0
458,222,4.2,0,0,76,46,Oily,Aging,Temperate,4,10,9,1,10,Mask 222,Mask,Brand A,57.17,4.6,"Zinc Oxide,Vitamin C,Vitamin C,Vitamin E,Chamomile,Titanium Dioxide,Niacinamide",0,0,1,0,0,1,0,0,0
1795,477,4.8,0,0,28,63,Sensitive,Eczema,Humid,1,9,3,5,2,Sunscreen 477,Sunscreen,Brand D,107.04,3.8,"Vitamin E,Ceramides,Glycolic Acid,Aloe Vera,Lactic Acid,Lactic Acid",1,0,0,1,1,0,0,1,50
1006,367,6.7,0,0,62,54,Oily,Rosacea,Temperate,6,10,8,9,10,Moisturizer 367,Moisturizer,Brand C,58.29,4.3,"Vitamin E,Vitamin E,Centella Asiatica,Centella Asiatica,Retinol",1,1,1,0,1,1,0,1,0
1290,54,3.7,0,0,80,36,Normal,None,Cold,5,8,4,9,10,Toner 54,Toner,Brand A,104.73,4.8,"Centella Asiatica,Lactic Acid,Vitamin C,Salicylic Acid,Centella Asiatica,Hyaluronic Acid,Zinc Oxide",0,0,0,1,0,0,1,0,0
1738,422,6.9,0,0,10,23,Oily,Rosacea,Cold,6,7,6,8,2,Cleanser 422,Cleanser,Brand B,106.15,3.1,"Lactic Acid,Titanium Dioxide,Aloe Vera,Aloe Vera,Squalane,Centella Asiatica,Chamomile",1,1,1,0,1,1,0,0,0
1202,475,7.1,1,0,42,43,Sensitive,Eczema,Humid,5,7,8,7,6,Cleanser 475,Cleanser,Brand D,10.81,4.6,"Vitamin C,Glycerin,Centella Asiatica",1,1,1,1,0,0,1,0,0
358,46,7.3,1,0,11,20,Dry,Aging,Humid,1,3,1,9,8,Cleanser 46,Cleanser,Brand B,60.79,3.3,"Titanium Dioxide,Glycerin,Niacinamide,Zinc Oxide,Niacinamide",0,1,0,0,0,1,0,0,0
640,39,1.2,0,0,63,62,Combination,Acne,Temperate,10,8,8,7,3,Toner 39,Toner,Brand E,114.19,4.1,"Hyaluronic Acid,Squalane,Ceramides",0,0,0,0,1,1,1,1,0
174,417,4.6,0,0,45,47,Combination,Eczema,Cold,7,7,4,5,10,Serum 417,Serum,Brand E,128.17,3.4,"Ceramides,Zinc Oxide,Hyaluronic Acid,Chamomile,Salicylic Acid,Ceramides",0,1,0,0,1,1,1,0,0
528,188,6.8,0,0,50,58,Combination,None,Temperate,2,5,4,10,4,Serum 188,Serum,Brand A,35.62,3.9,"Chamomile,Aloe Vera,Ceramides",1,1,1,1,1,0,0,0,0
186,32,4.1,0,1,56,23,Combination,Eczema,Humid,6,9,7,10,7,Serum 32,Serum,Brand B,42.59,3.5,"Glycerin,Squalane,Squalane,Titanium Dioxide,Salicylic Acid,Lactic Acid,Chamomile",1,1,1,0,1,0,0,1,0
1435,26,4.3,0,0,45,64,Sensitive,None,Humid,5,9,7,4,8,Mask 26,Mask,Brand E,123.93,4.6,"Retinol,Vitamin E,Lactic Acid",1,1,0,0,1,0,1,0,0
193,163,7.1,1,0,81,61,Normal,Aging,Cold,7,5,4,3,1,Cleanser 163,Cleanser,Brand E,79.56,3.9,"Squalane,Glycolic Acid,Aloe Vera,Chamomile,Vitamin E,Hyaluronic Acid,Titanium Dioxide",0,0,0,1,1,0,1,1,0
1750,495,7.5,1,0,49,34,Normal,Hyperpigmentation,Temperate,2,3,5,8,6,Toner 495,Toner,Brand E,21.27,4.3,"Glycerin,Centella Asiatica,Aloe Vera,Vitamin C,Zinc Oxide,Ceramides",0,0,1,1,1,0,1,0,0
122,458,4.2,0,0,11,54,Normal,Acne,Temperate,2,1,6,4,1,Serum 458,Serum,Brand B,129.3,3.9,"Titanium Dioxide,Niacinamide,Niacinamide,Squalane,Vitamin E,Vitamin C,Vitamin E",0,1,1,0,0,1,1,1,0
1326,79,3.8,0,0,65,26,Dry,Hyperpigmentation,Cold,5,3,4,3,8,Mask 79,Mask,Brand C,48.44,3.8,"Retinol,Hyaluronic Acid,Niacinamide",0,0,1,1,1,1,1,0,0
1999,238,3.6,0,1,61,56,Sensitive,Aging,Dry,9,9,5,6,8,Moisturizer 238,Moisturizer,Brand A,128.44,3.4,"Glycolic Acid,Salicylic Acid,Titanium Dioxide,Zinc Oxide,Vitamin E",0,0,0,0,0,0,0,1,0
246,423,7.0,0,0,64,24,Sensitive,None,Temperate,1,3,7,4,9,Serum 423,Serum,Brand E,149.85,4.2,"Zinc Oxide,Glycerin,Vitamin C,Retinol,Chamomile,Glycerin",0,1,1,0,0,1,1,1,0
527,1,4.8,0,0,84,51,Sensitive,Rosacea,Humid,9,7,1,7,1,Cleanser 1,Cleanser,Brand E,123.37,3.8,"Niacinamide,Squalane,Squalane,Glycerin,Aloe Vera",0,0,0,0,0,0,0,0,0
698,65,7.1,1,0,85,58,Combination,Acne,Cold,7,10,9,6,8,Mask 65,Mask,Brand B,114.98,3.4,"Ceramides,Centella Asiatica,Vitamin E,Vitamin C,Zinc Oxide",1,0,0,1,0,1,1,0,0
1253,69,6.2,0,0,57,24,Oily,Acne,Dry,1,10,6,6,2,Mask 69,Mask,Brand D,11.38,3.7,"Retinol,Glycerin,Hyaluronic Acid,Squalane,Titanium Dioxide,Lactic Acid,Vitamin E",1,0,0,0,0,1,0,1,0
1733,228,7.4,1,0,77,29,Oily,Rosacea,Humid,7,10,9,1,2,Mask 228,Mask,Brand B,110.42,3.8,"Glycerin,Glycerin,Zinc Oxide,Squalane,Squalane,Squalane,Aloe Vera",1,0,0,1,0,0,0,1,0
325,478,5.5,0,0,75,50,Dry,Aging,Temperate,8,1,4,1,1,Mask 478,Mask,Brand E,14.09,4.2,"Aloe Vera,Titanium Dioxide,Glycerin,Hyaluronic Acid,Chamomile,Squalane,Vitamin E",1,1,0,1,1,1,0,0,0
908,212,4.6,0,0,75,34,Combination,Acne,Temperate,5,8,10,4,1,Toner 212,Toner,Brand B,18.29,4.9,"Titanium Dioxide,Vitamin C,Chamomile",0,1,0,0,1,1,1,1,0
1784,420,1.0,0,0,28,51,Dry,Rosacea,Dry,10,1,2,3,1,Sunscreen 420,Sunscreen,Brand E,28.6,3.5,"Retinol,Vitamin C,Hyaluronic Acid,Squalane,Lactic Acid,Vitamin C",1,0,1,1,1,1,1,0,50
422,99,6.9,0,0,9,52,Dry,Rosacea,Dry,3,1,1,7,8,Serum 99,Serum,Brand B,79.78,4.0,"Salicylic Acid,Zinc Oxide,Zinc Oxide,Lactic Acid,Vitamin C",1,1,0,0,0,1,0,0,0
600,136,4.2,0,0,24,29,Combination,Hyperpigmentation,Dry,10,6,1,6,2,Toner 136,Toner,Brand D,47.34,3.5,"Glycolic Acid,Squalane,Hyaluronic Acid",1,1,1,0,1,0,0,1,0
336,224,5.8,0,0,32,47,Sensitive,Rosacea,Cold,8,7,7,4,8,Sunscreen 224,Sunscreen,Brand C,56.07,4.4,"Squalane,Aloe Vera,Lactic Acid,Titanium Dioxide,Lactic Acid,Hyaluronic Acid",1,1,1,1,0,1,0,0,50
1460,496,3.7,0,1,19,27,Combination,Rosacea,Dry,4,10,1,2,5,Serum 496,Serum,Brand B,57.3,4.8,"Hyaluronic Acid,Vitamin E,Zinc Oxide,Aloe Vera",1,0,1,0,1,1,0,0,0
760,128,6.9,0,0,24,30,Dry,Acne,Humid,1,3,4,8,7,Cleanser 128,Cleanser,Brand E,123.33,4.3,"Centella Asiatica,Centella Asiatica,Niacinamide",0,1,0,1,1,1,0,1,0
1939,403,4.4,0,1,25,27,Oily,Hyperpigmentation,Cold,7,9,7,9,4,Cleanser 403,Cleanser,Brand E,141.67,4.6,"Titanium Dioxide,Centella Asiatica,Glycerin,Glycerin",0,1,1,1,0,1,0,1,0
976,209,4.2,0,0,54,21,Sensitive,Hyperpigmentation,Temperate,6,8,5,2,1,Moisturizer 209,Moisturizer,Brand D,70.18,4.4,"Zinc Oxide,Aloe Vera,Glycerin,Centella Asiatica,Niacinamide,Glycolic Acid",1,0,0,0,1,0,0,0,0
541,176,4.0,0,0,66,41,Oily,Acne,Humid,1,10,9,6,9,Mask 176,Mask,Brand A,19.02,3.5,"Glycerin,Squalane,Glycolic Acid,Retinol",0,0,1,0,0,0,1,1,0
688,255,7.4,1,0,25,41,Normal,Acne,Dry,5,8,2,4,10,Mask 255,Mask,Brand A,24.7,5.0,"Aloe Vera,Squalane,Salicylic Acid,Zinc Oxide",1,1,1,0,1,0,0,0,0
1322,333,7.4,1,0,85,49,Normal,Hyperpigmentation,Cold,7,6,10,6,3,Toner 333,Toner,Brand A,22.94,4.0,"Aloe Vera,Vitamin C,Zinc Oxide,Salicylic Acid,Aloe Vera,Zinc Oxide",1,0,1,1,1,1,1,0,0
1233,411,6.3,0,0,21,19,Normal,Rosacea,Humid,3,5,5,5,1,Serum 411,Serum,Brand A,123.91,3.1,"Salicylic Acid,Glycolic Acid,Salicylic Acid,Zinc Oxide",1,0,0,1,1,1,1,0,0
1204,415,3.9,0,0,26,38,Combination,Acne,Cold,9,4,10,6,8,Toner 415,Toner,Brand B,77.36,4.6,"Hyaluronic Acid,Zinc Oxide,Chamomile,Zinc Oxide",1,0,0,0,1,0,0,0,0
738,266,3.0,0,0,58,38,Normal,Acne,Temperate,9,7,5,3,2,Mask 266,Mask,Brand B,142.29,3.9,"Titanium Dioxide,Retinol,Vitamin C,Zinc Oxide,Niacinamide,Squalane",1,1,0,1,0,0,1,1,0
421,180,4.4,0,0,22,64,Combination,Aging,Cold,5,9,10,4,10,Cleanser 180,Cleanser,Brand E,51.79,4.0,"Aloe Vera,Aloe Vera,Squalane,Vitamin E",0,1,0,0,0,1,0,1,0
315,21,5.6,0,0,85,47,Oily,Rosacea,Dry,10,7,10,8,1,Moisturizer 21,Moisturizer,Brand A,50.96,4.1,"Niacinamide,Retinol,Squalane,Aloe Vera,Zinc Oxide",1,1,1,1,0,1,0,1,0
1805,33,7.1,1,0,89,46,Combination,Hyperpigmentation,Humid,3,4,2,4,1,Cleanser 33,Cleanser,Brand E,120.56,3.2,"Titanium Dioxide,Ceramides,Retinol",1,1,0,1,0,0,0,1,0
1758,272,7.5,1,0,23,28,Normal,Acne,Humid,3,2,3,2,9,Moisturizer 272,Moisturizer,Brand D,80.1,3.8,"Vitamin C,Centella Asiatica,Glycolic Acid,Titanium Dioxide,Lactic Acid,Retinol",1,0,0,0,1,0,1,1,0
459,308,2.1,0,0,23,31,Combination,Acne,Temperate,9,5,6,7,9,Toner 308,Toner,Brand B,58.73,3.5,"Retinol,Squalane,Vitamin E,Ceramides,Glycolic Acid,Titanium Dioxide,Glycolic Acid",1,1,0,0,1,1,0,1,0
795,293,4.5,0,0,73,32,Normal,Acne,Humid,5,6,10,8,2,Serum 293,Serum,Brand E,50.13,4.5,"Chamomile,Titanium Dioxide,Glycerin,Vitamin E,Niacinamide,Niacinamide",1,1,1,0,0,1,1,1,0
934,355,4.6,0,0,42,62,Oily,None,Temperate,7,9,8,2,8,Cleanser 355,Cleanser,Brand D,30.51,4.7,"Ceramides,Aloe Vera,Chamomile,Lactic Acid",0,0,0,0,0,1,1,0,0
1890,252,2.4,0,0,48,26,Sensitive,Aging,Dry,9,3,10,9,2,Moisturizer 252,Moisturizer,Brand A,56.49,4.3,"Vitamin E,Zinc Oxide,Hyaluronic Acid",1,0,0,1,1,0,1,0,0
367,256,4.0,0,0,31,44,Sensitive,Rosacea,Humid,5,3,9,4,8,Mask 256,Mask,Brand B,18.98,4.7,"Salicylic Acid,Centella Asiatica,Glycolic Acid,Vitamin C,Vitamin E,Glycolic Acid,Glycolic Acid",1,0,0,0,1,1,0,1,0
1904,314,3.3,0,0,44,33,Combination,Hyperpigmentation,Dry,7,10,3,10,1,Mask 314,Mask,Brand B,63.29,4.2,"Chamomile,Retinol,Hyaluronic Acid,Vitamin E,Vitamin C",0,1,1,0,1,1,1,1,0
3,372,7.7,1,0,62,32,Dry,Hyperpigmentation,Dry,3,1,2,5,7,Mask 372,Mask,Brand D,80.78,3.6,"Squalane,Titanium Dioxide,Salicylic Acid,Vitamin E,Lactic Acid",1,1,1,0,1,1,1,0,0
417,217,3.5,0,0,36,23,Combination,Rosacea,Temperate,1,10,2,8,10,Toner 217,Toner,Brand A,27.93,3.0,"Lactic Acid,Niacinamide,Lactic Acid,Vitamin C",0,0,1,0,0,0,1,0,0
1234,408,3.4,0,0,82,45,Oily,None,Cold,7,8,6,6,4,Mask 408,Mask,Brand C,109.36,5.0,"Lactic Acid,Retinol,Zinc Oxide",0,0,1,1,0,0,1,1,0
650,482,7.0,1,0,86,30,Sensitive,Acne,Temperate,6,9,4,10,10,Toner 482,Toner,Brand D,40.16,4.7,"Zinc Oxide,Salicylic Acid,Vitamin C,Niacinamide",0,0,1,0,1,1,1,1,0
1885,318,3.8,0,0,16,28,Normal,Eczema,Cold,4,7,3,6,7,Mask 318,Mask,Brand D,24.8,3.0,"Retinol,Vitamin E,Squalane,Lactic Acid,Vitamin C,Chamomile",0,0,0,1,0,1,1,1,0
